id,agemonths,ageyears,age,agecat,sex,boxtype,trialno,sound,side,response,correct
271,60.70394737,5.058662281,5,five,m,wood,10,Met,L,L,1
272,68.93421053,5.744517544,5,five,f,metal,1,Woo,L,R,0
272,68.93421053,5.744517544,5,five,f,metal,2,Met,R,R,1
272,68.93421053,5.744517544,5,five,f,metal,3,Met,R,R,1
272,68.93421053,5.744517544,5,five,f,metal,4,Woo,L,L,1
272,68.93421053,5.744517544,5,five,f,metal,5,Met,R,R,1
272,68.93421053,5.744517544,5,five,f,metal,6,Met,R,R,1
272,68.93421053,5.744517544,5,five,f,metal,7,Woo,L,L,1
272,68.93421053,5.744517544,5,five,f,metal,8,Woo,L,L,1
272,68.93421053,5.744517544,5,five,f,metal,9,Met,R,R,1
272,68.93421053,5.744517544,5,five,f,metal,10,Woo,L,L,1
281,63.63815789,5.303179825,5,five,f,metal,1,Woo,L,R,0
281,63.63815789,5.303179825,5,five,f,metal,2,Met,R,R,1
281,63.63815789,5.303179825,5,five,f,metal,3,Woo,L,L,1
281,63.63815789,5.303179825,5,five,f,metal,4,Woo,L,R,0
281,63.63815789,5.303179825,5,five,f,metal,5,Met,R,R,1
281,63.63815789,5.303179825,5,five,f,metal,6,Woo,L,L,1
281,63.63815789,5.303179825,5,five,f,metal,7,Met,R,R,1
281,63.63815789,5.303179825,5,five,f,metal,8,Woo,L,L,1
281,63.63815789,5.303179825,5,five,f,metal,9,Met,R,R,1
281,63.63815789,5.303179825,5,five,f,metal,10,Met,R,R,1
